"Kod";"Nazwa";"Płeć";"Lokalizacje";"Wiek";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2012";80,6;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2013";80,9;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2014";81,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2015";81,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2016";81,8;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2017";81,6;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2018";81,8;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2019";82,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2020";81,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"ogółem";"0";"2021";;"lata";"n";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"1995";76,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"1996";76,5;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"1997";77,3;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"1998";77,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"1999";77,6;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2000";78,3;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2001";78,1;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2002";79,1;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2003";79,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2004";79,3;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2005";79,1;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2006";79,6;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2007";80,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2008";80,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2009";80,3;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2010";80,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2011";80,9;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2012";80,9;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2013";81,1;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2014";81,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2015";81,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2016";81,7;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2017";81,7;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2018";82,1;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2019";81,9;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2020";81,2;"lata";"";
1600000;"OPOLSKIE";"kobiety";"w miastach";"0";"2021";;"lata";"n";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"1995";76,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"1996";76,3;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"1997";77,1;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"1998";77,6;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"1999";78,2;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2000";78,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2001";79,2;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2002";79,3;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2003";78,8;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2004";80,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2005";79,9;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2006";80,2;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2007";80,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2008";80,1;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2009";80,6;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2010";80,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2011";81,0;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2012";80,4;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2013";80,7;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2014";81,3;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2015";81,2;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2016";81,9;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2017";81,2;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2018";81,6;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2019";82,2;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2020";80,6;"lata";"";
1600000;"OPOLSKIE";"kobiety";"na wsi";"0";"2021";;"lata";"n";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"1995";69,1;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"1996";69,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"1997";70,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"1998";70,5;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"1999";70,7;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2000";71,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2001";71,4;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2002";71,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2003";71,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2004";71,8;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2005";72,0;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2006";72,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2007";72,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2008";73,1;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2009";73,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2010";73,7;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2011";74,1;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2012";74,3;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2013";74,8;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2014";75,1;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2015";74,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2016";75,4;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2017";75,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2018";75,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2019";75,4;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2020";73,7;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"ogółem";"0";"2021";;"lata";"n";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"1995";69,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"1996";70,1;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"1997";70,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"1998";71,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"1999";71,3;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2000";71,8;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2001";71,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2002";72,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2003";72,5;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2004";72,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2005";72,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2006";73,3;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2007";73,8;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2008";73,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2009";73,8;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2010";74,5;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2011";75,4;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2012";75,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2013";75,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2014";75,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2015";75,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2016";76,4;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2017";76,5;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2018";76,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2019";76,3;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2020";74,5;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"w miastach";"0";"2021";;"lata";"n";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"1995";69,0;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"1996";69,4;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"1997";69,7;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"1998";70,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"1999";70,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2000";70,8;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2001";71,0;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2002";71,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2003";71,5;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2004";71,3;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2005";71,8;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2006";72,1;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2007";72,3;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2008";72,6;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2009";72,7;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2010";73,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2011";73,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2012";73,4;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2013";73,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2014";74,5;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2015";74,2;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2016";74,7;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2017";74,9;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2018";74,8;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2019";74,7;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2020";73,1;"lata";"";
1800000;"PODKARPACKIE";"mężczyźni";"na wsi";"0";"2021";;"lata";"n";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"1995";77,6;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"1996";77,6;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"1997";77,7;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"1998";78,5;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"1999";78,6;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2000";79,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2001";79,7;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2002";79,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2003";79,7;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2004";80,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2005";80,3;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2006";80,8;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2007";80,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2008";81,3;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2009";81,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2010";81,8;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2011";82,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2012";82,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2013";82,4;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2014";82,8;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2015";82,5;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2016";83,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2017";83,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2018";83,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2019";83,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2020";81,8;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"ogółem";"0";"2021";;"lata";"n";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"1995";77,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"1996";77,5;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"1997";77,7;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"1998";78,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"1999";79,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2000";78,7;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2001";79,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2002";79,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2003";79,4;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2004";80,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2005";80,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2006";80,7;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2007";80,8;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2008";81,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2009";81,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2010";82,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2011";81,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2012";82,4;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2013";82,5;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2014";82,8;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2015";82,3;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2016";82,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2017";83,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2018";83,5;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2019";83,5;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2020";82,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"w miastach";"0";"2021";;"lata";"n";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"1995";77,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"1996";77,6;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"1997";77,7;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"1998";78,7;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"1999";78,4;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2000";79,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2001";79,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2002";79,8;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2003";79,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2004";80,3;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2005";80,4;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2006";80,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2007";81,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2008";81,4;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2009";81,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2010";81,5;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2011";82,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2012";81,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2013";82,2;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2014";82,8;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2015";82,6;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2016";83,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2017";83,1;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2018";83,0;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2019";82,9;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2020";81,5;"lata";"";
1800000;"PODKARPACKIE";"kobiety";"na wsi";"0";"2021";;"lata";"n";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"1995";67,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"1996";68,4;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"1997";69,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"1998";69,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"1999";69,6;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2000";70,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2001";70,6;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2002";70,7;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2003";70,7;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2004";71,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2005";71,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2006";71,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2007";71,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2008";72,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2009";71,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2010";72,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2011";73,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2012";73,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2013";73,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2014";74,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2015";73,8;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2016";74,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2017";74,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2018";74,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2019";74,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2020";73,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"ogółem";"0";"2021";;"lata";"n";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"1995";68,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"1996";68,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"1997";69,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"1998";69,7;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"1999";70,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2000";70,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2001";70,8;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2002";71,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2003";71,7;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2004";71,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2005";71,8;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2006";71,6;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2007";72,6;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2008";72,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2009";73,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2010";73,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2011";74,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2012";74,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2013";73,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2014";74,8;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2015";74,7;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2016";75,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2017";75,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2018";75,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2019";75,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2020";73,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"w miastach";"0";"2021";;"lata";"n";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"1995";67,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"1996";68,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"1997";68,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"1998";69,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"1999";68,7;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2000";69,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2001";70,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2002";69,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2003";69,6;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2004";70,4;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2005";70,2;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2006";70,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2007";70,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2008";70,8;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2009";70,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2010";71,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2011";71,8;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2012";72,0;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2013";72,3;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2014";72,8;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2015";72,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2016";72,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2017";73,1;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2018";72,7;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2019";72,9;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2020";72,5;"lata";"";
2000000;"PODLASKIE";"mężczyźni";"na wsi";"0";"2021";;"lata";"n";
2000000;"PODLASKIE";"kobiety";"ogółem";"0";"1995";77,6;"lata";"";
