"Kod";"Nazwa";"Lokalizacja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2207062;"Sadlinki (2)";"ogółem";"2020";22;"-";"";
2208011;"Lębork (1)";"ogółem";"2020";123;"-";"";
2208021;"Łeba (1)";"ogółem";"2020";11;"-";"";
2208032;"Cewice (2)";"ogółem";"2020";29;"-";"";
2208042;"Nowa Wieś Lęborska (2)";"ogółem";"2020";54;"-";"";
2208052;"Wicko (2)";"ogółem";"2020";14;"-";"";
2209011;"Malbork (1)";"ogółem";"2020";147;"-";"";
2209032;"Lichnowy (2)";"ogółem";"2020";26;"-";"";
2209042;"Malbork (2)";"ogółem";"2020";18;"-";"";
2209062;"Miłoradz (2)";"ogółem";"2020";11;"-";"";
2209073;"Nowy Staw (3)";"ogółem";"2020";33;"-";"";
2209082;"Stare Pole (2)";"ogółem";"2020";19;"-";"";
2210011;"Krynica Morska (1)";"ogółem";"2020";8;"-";"";
2210023;"Nowy Dwór Gdański (3)";"ogółem";"2020";65;"-";"";
2210032;"Ostaszewo (2)";"ogółem";"2020";7;"-";"";
2210042;"Stegna (2)";"ogółem";"2020";27;"-";"";
2210052;"Sztutowo (2)";"ogółem";"2020";12;"-";"";
2211011;"Hel (1)";"ogółem";"2020";6;"-";"";
2211023;"Jastarnia (3)";"ogółem";"2020";17;"-";"";
2211031;"Puck (1)";"ogółem";"2020";49;"-";"";
2211043;"Władysławowo (3)";"ogółem";"2020";47;"-";"";
2211052;"Kosakowo (2)";"ogółem";"2020";71;"-";"";
2211062;"Krokowa (2)";"ogółem";"2020";42;"-";"";
2211072;"Puck (2)";"ogółem";"2020";94;"-";"";
2212011;"Ustka (1)";"ogółem";"2020";37;"-";"";
2212022;"Damnica (2)";"ogółem";"2020";21;"-";"";
2212032;"Dębnica Kaszubska (2)";"ogółem";"2020";30;"-";"";
2212042;"Główczyce (2)";"ogółem";"2020";36;"-";"";
2212053;"Kępice (3)";"ogółem";"2020";25;"-";"";
2212062;"Kobylnica (2)";"ogółem";"2020";46;"-";"";
2212072;"Potęgowo (2)";"ogółem";"2020";27;"-";"";
2212082;"Słupsk (2)";"ogółem";"2020";64;"-";"";
2212092;"Smołdzino (2)";"ogółem";"2020";8;"-";"";
2212102;"Ustka (2)";"ogółem";"2020";26;"-";"";
2213013;"Czarna Woda (3)";"ogółem";"2020";12;"-";"";
2213021;"Skórcz (1)";"ogółem";"2020";17;"-";"";
2213031;"Starogard Gdański (1)";"ogółem";"2020";146;"-";"";
2213042;"Bobowo (2)";"ogółem";"2020";13;"-";"";
2213052;"Kaliska (2)";"ogółem";"2020";19;"-";"";
2213062;"Lubichowo (2)";"ogółem";"2020";21;"-";"";
2213072;"Osieczna (2)";"ogółem";"2020";13;"-";"";
2213082;"Osiek (2)";"ogółem";"2020";5;"-";"";
2213093;"Skarszewy (3)";"ogółem";"2020";48;"-";"";
2213102;"Skórcz (2)";"ogółem";"2020";25;"-";"";
2213112;"Smętowo Graniczne (2)";"ogółem";"2020";23;"-";"";
2213122;"Starogard Gdański (2)";"ogółem";"2020";73;"-";"";
2213132;"Zblewo (2)";"ogółem";"2020";55;"-";"";
2214011;"Tczew (1)";"ogółem";"2020";228;"-";"";
2214023;"Gniew (3)";"ogółem";"2020";47;"-";"";
2214032;"Morzeszczyn (2)";"ogółem";"2020";19;"-";"";
2214043;"Pelplin (3)";"ogółem";"2020";41;"-";"";
2214052;"Subkowy (2)";"ogółem";"2020";30;"-";"";
2214062;"Tczew (2)";"ogółem";"2020";51;"-";"";
2215011;"Reda (1)";"ogółem";"2020";144;"-";"";
2215021;"Rumia (1)";"ogółem";"2020";226;"-";"";
2215031;"Wejherowo (1)";"ogółem";"2020";213;"-";"";
2215042;"Choczewo (2)";"ogółem";"2020";24;"-";"";
2215052;"Gniewino (2)";"ogółem";"2020";31;"-";"";
2215062;"Linia (2)";"ogółem";"2020";39;"-";"";
2215072;"Luzino (2)";"ogółem";"2020";77;"-";"";
2215082;"Łęczyce (2)";"ogółem";"2020";61;"-";"";
2215092;"Szemud (2)";"ogółem";"2020";87;"-";"";
2215102;"Wejherowo (2)";"ogółem";"2020";130;"-";"";
2216013;"Dzierzgoń (3)";"ogółem";"2020";21;"-";"";
2216022;"Mikołajki Pomorskie (2)";"ogółem";"2020";10;"-";"";
2216032;"Stary Dzierzgoń (2)";"ogółem";"2020";20;"-";"";
2216042;"Stary Targ (2)";"ogółem";"2020";26;"-";"";
2216053;"Sztum (3)";"ogółem";"2020";48;"-";"";
2261011;"Gdańsk (1)";"ogółem";"2020";2105;"-";"";
2262011;"Gdynia (1)";"ogółem";"2020";953;"-";"";
2263011;"Słupsk (1)";"ogółem";"2020";315;"-";"";
2264011;"Sopot (1)";"ogółem";"2020";102;"-";"";
2401011;"Będzin (1)";"ogółem";"2020";207;"-";"";
2401021;"Czeladź (1)";"ogółem";"2020";114;"-";"";
2401031;"Wojkowice (1)";"ogółem";"2020";24;"-";"";
2401042;"Bobrowniki (2)";"ogółem";"2020";26;"-";"";
2401052;"Mierzęcice (2)";"ogółem";"2020";19;"-";"";
2401062;"Psary (2)";"ogółem";"2020";31;"-";"";
2401073;"Siewierz (3)";"ogółem";"2020";37;"-";"";
2401081;"Sławków (1)";"ogółem";"2020";30;"-";"";
2402011;"Szczyrk (1)";"ogółem";"2020";23;"-";"";
2402022;"Bestwina (2)";"ogółem";"2020";34;"-";"";
2402032;"Buczkowice (2)";"ogółem";"2020";39;"-";"";
2402043;"Czechowice-Dziedzice (3)";"ogółem";"2020";193;"-";"";
2402052;"Jasienica (2)";"ogółem";"2020";94;"-";"";
2402062;"Jaworze (2)";"ogółem";"2020";28;"-";"";
2402072;"Kozy (2)";"ogółem";"2020";49;"-";"";
2402082;"Porąbka (2)";"ogółem";"2020";77;"-";"";
2402093;"Wilamowice (3)";"ogółem";"2020";64;"-";"";
2402102;"Wilkowice (2)";"ogółem";"2020";50;"-";"";
2403011;"Cieszyn (1)";"ogółem";"2020";98;"-";"";
2403021;"Ustroń (1)";"ogółem";"2020";59;"-";"";
2403031;"Wisła (1)";"ogółem";"2020";52;"-";"";
2403042;"Brenna (2)";"ogółem";"2020";45;"-";"";
2403052;"Chybie (2)";"ogółem";"2020";37;"-";"";
2403062;"Dębowiec (2)";"ogółem";"2020";25;"-";"";
2403072;"Goleszów (2)";"ogółem";"2020";51;"-";"";
2403082;"Hażlach (2)";"ogółem";"2020";47;"-";"";
2403092;"Istebna (2)";"ogółem";"2020";61;"-";"";
2403103;"Skoczów (3)";"ogółem";"2020";106;"-";"";
2403113;"Strumień (3)";"ogółem";"2020";48;"-";"";
2403122;"Zebrzydowice (2)";"ogółem";"2020";57;"-";"";
2404013;"Blachownia (3)";"ogółem";"2020";33;"-";"";
2404022;"Dąbrowa Zielona (2)";"ogółem";"2020";15;"-";"";
2404032;"Janów (2)";"ogółem";"2020";19;"-";"";
2404042;"Kamienica Polska (2)";"ogółem";"2020";12;"-";"";
2404052;"Kłomnice (2)";"ogółem";"2020";52;"-";"";
2404063;"Koniecpol (3)";"ogółem";"2020";42;"-";"";
2404072;"Konopiska (2)";"ogółem";"2020";46;"-";"";
2404082;"Kruszyna (2)";"ogółem";"2020";16;"-";"";
2404092;"Lelów (2)";"ogółem";"2020";18;"-";"";
2404102;"Mstów (2)";"ogółem";"2020";46;"-";"";
2404112;"Mykanów (2)";"ogółem";"2020";54;"-";"";
2404122;"Olsztyn (2)";"ogółem";"2020";41;"-";"";
2404132;"Poczesna (2)";"ogółem";"2020";47;"-";"";
2404142;"Przyrów (2)";"ogółem";"2020";22;"-";"";
2404152;"Rędziny (2)";"ogółem";"2020";29;"-";"";
2404162;"Starcza (2)";"ogółem";"2020";11;"-";"";
2405011;"Knurów (1)";"ogółem";"2020";138;"-";"";
2405021;"Pyskowice (1)";"ogółem";"2020";66;"-";"";
2405032;"Gierałtowice (2)";"ogółem";"2020";36;"-";"";
2405042;"Pilchowice (2)";"ogółem";"2020";34;"-";"";
2405052;"Rudziniec (2)";"ogółem";"2020";29;"-";"";
2405063;"Sośnicowice (3)";"ogółem";"2020";35;"-";"";
2405073;"Toszek (3)";"ogółem";"2020";29;"-";"";
2405082;"Wielowieś (2)";"ogółem";"2020";21;"-";"";
2406013;"Kłobuck (3)";"ogółem";"2020";61;"-";"";
2406023;"Krzepice (3)";"ogółem";"2020";39;"-";"";
2406032;"Lipie (2)";"ogółem";"2020";24;"-";"";
2406042;"Miedźno (2)";"ogółem";"2020";26;"-";"";
2406052;"Opatów (2)";"ogółem";"2020";23;"-";"";
2406062;"Panki (2)";"ogółem";"2020";23;"-";"";
2406072;"Popów (2)";"ogółem";"2020";23;"-";"";
2406082;"Przystajń (2)";"ogółem";"2020";26;"-";"";
2406092;"Wręczyca Wielka (2)";"ogółem";"2020";50;"-";"";
2407011;"Lubliniec (1)";"ogółem";"2020";89;"-";"";
2407022;"Boronów (2)";"ogółem";"2020";6;"-";"";
2407032;"Ciasna (2)";"ogółem";"2020";30;"-";"";
2407042;"Herby (2)";"ogółem";"2020";36;"-";"";
2407052;"Kochanowice (2)";"ogółem";"2020";29;"-";"";
2407062;"Koszęcin (2)";"ogółem";"2020";35;"-";"";
2407072;"Pawonków (2)";"ogółem";"2020";31;"-";"";
2407083;"Woźniki (3)";"ogółem";"2020";29;"-";"";
2408011;"Łaziska Górne (1)";"ogółem";"2020";84;"-";"";
2408021;"Mikołów (1)";"ogółem";"2020";205;"-";"";
2408031;"Orzesze (1)";"ogółem";"2020";74;"-";"";
2408042;"Ornontowice (2)";"ogółem";"2020";26;"-";"";
2408052;"Wyry (2)";"ogółem";"2020";30;"-";"";
2409011;"Myszków (1)";"ogółem";"2020";105;"-";"";
2409023;"Koziegłowy (3)";"ogółem";"2020";45;"-";"";
2409032;"Niegowa (2)";"ogółem";"2020";23;"-";"";
2409042;"Poraj (2)";"ogółem";"2020";31;"-";"";
2409053;"Żarki (3)";"ogółem";"2020";37;"-";"";
2410012;"Goczałkowice-Zdrój (2)";"ogółem";"2020";25;"-";"";
2410022;"Kobiór (2)";"ogółem";"2020";13;"-";"";
2410032;"Miedźna (2)";"ogółem";"2020";74;"-";"";
2410042;"Pawłowice (2)";"ogółem";"2020";73;"-";"";
2410053;"Pszczyna (3)";"ogółem";"2020";194;"-";"";
2410062;"Suszec (2)";"ogółem";"2020";53;"-";"";
2411011;"Racibórz (1)";"ogółem";"2020";180;"-";"";
2411022;"Kornowac (2)";"ogółem";"2020";13;"-";"";
2411033;"Krzanowice (3)";"ogółem";"2020";15;"-";"";
2411042;"Krzyżanowice (2)";"ogółem";"2020";33;"-";"";
2411053;"Kuźnia Raciborska (3)";"ogółem";"2020";47;"-";"";
2411062;"Nędza (2)";"ogółem";"2020";28;"-";"";
2411072;"Pietrowice Wielkie (2)";"ogółem";"2020";27;"-";"";
2411082;"Rudnik (2)";"ogółem";"2020";22;"-";"";
2412013;"Czerwionka-Leszczyny (3)";"ogółem";"2020";154;"-";"";
2412022;"Gaszowice (2)";"ogółem";"2020";26;"-";"";
2412032;"Jejkowice (2)";"ogółem";"2020";16;"-";"";
2412042;"Lyski (2)";"ogółem";"2020";48;"-";"";
2412052;"Świerklany (2)";"ogółem";"2020";51;"-";"";
2413011;"Kalety (1)";"ogółem";"2020";34;"-";"";
2413021;"Miasteczko Śląskie (1)";"ogółem";"2020";13;"-";"";
2413031;"Radzionków (1)";"ogółem";"2020";50;"-";"";
2413041;"Tarnowskie Góry (1)";"ogółem";"2020";224;"-";"";
2413052;"Krupski Młyn (2)";"ogółem";"2020";11;"-";"";
2413062;"Ożarowice (2)";"ogółem";"2020";24;"-";"";
2413072;"Świerklaniec (2)";"ogółem";"2020";49;"-";"";
2413082;"Tworóg (2)";"ogółem";"2020";25;"-";"";
2413092;"Zbrosławice (2)";"ogółem";"2020";70;"-";"";
2414011;"Bieruń (1)";"ogółem";"2020";84;"-";"";
2414021;"Imielin (1)";"ogółem";"2020";34;"-";"";
2414031;"Lędziny (1)";"ogółem";"2020";65;"-";"";
2414042;"Bojszowy (2)";"ogółem";"2020";20;"-";"";
2414052;"Chełm Śląski (2)";"ogółem";"2020";18;"-";"";
2415011;"Pszów (1)";"ogółem";"2020";61;"-";"";
2415021;"Radlin (1)";"ogółem";"2020";62;"-";"";
2415031;"Rydułtowy (1)";"ogółem";"2020";93;"-";"";
2415041;"Wodzisław Śląski (1)";"ogółem";"2020";166;"-";"";
2415052;"Godów (2)";"ogółem";"2020";53;"-";"";
2415062;"Gorzyce (2)";"ogółem";"2020";72;"-";"";
2415072;"Lubomia (2)";"ogółem";"2020";34;"-";"";
2415082;"Marklowice (2)";"ogółem";"2020";23;"-";"";
2415092;"Mszana (2)";"ogółem";"2020";40;"-";"";
2416011;"Poręba (1)";"ogółem";"2020";27;"-";"";
2416021;"Zawiercie (1)";"ogółem";"2020";155;"-";"";
2416032;"Irządze (2)";"ogółem";"2020";11;"-";"";
2416042;"Kroczyce (2)";"ogółem";"2020";18;"-";"";
2416053;"Łazy (3)";"ogółem";"2020";64;"-";"";
2416063;"Ogrodzieniec (3)";"ogółem";"2020";18;"-";"";
2416073;"Pilica (3)";"ogółem";"2020";36;"-";"";
2416083;"Szczekociny (3)";"ogółem";"2020";33;"-";"";
2416092;"Włodowice (2)";"ogółem";"2020";21;"-";"";
2416102;"Żarnowiec (2)";"ogółem";"2020";27;"-";"";
2417011;"Żywiec (1)";"ogółem";"2020";113;"-";"";
2417022;"Czernichów (2)";"ogółem";"2020";31;"-";"";
2417032;"Gilowice (2)";"ogółem";"2020";23;"-";"";
2417042;"Jeleśnia (2)";"ogółem";"2020";65;"-";"";
2417052;"Koszarawa (2)";"ogółem";"2020";9;"-";"";
2417062;"Lipowa (2)";"ogółem";"2020";40;"-";"";
2417072;"Łękawica (2)";"ogółem";"2020";20;"-";"";
2417082;"Łodygowice (2)";"ogółem";"2020";66;"-";"";
2417092;"Milówka (2)";"ogółem";"2020";36;"-";"";
2417102;"Radziechowy-Wieprz (2)";"ogółem";"2020";57;"-";"";
2417112;"Rajcza (2)";"ogółem";"2020";34;"-";"";
2417122;"Ślemień (2)";"ogółem";"2020";17;"-";"";
2417132;"Świnna (2)";"ogółem";"2020";35;"-";"";
2417142;"Ujsoły (2)";"ogółem";"2020";19;"-";"";
2417152;"Węgierska Górka (2)";"ogółem";"2020";62;"-";"";
2461011;"Bielsko-Biała (1)";"ogółem";"2020";592;"-";"";
2462011;"Bytom (1)";"ogółem";"2020";580;"-";"";
2463011;"Chorzów (1)";"ogółem";"2020";454;"-";"";
2464011;"Częstochowa (1)";"ogółem";"2020";762;"-";"";
2465011;"Dąbrowa Górnicza (1)";"ogółem";"2020";337;"-";"";
2466011;"Gliwice (1)";"ogółem";"2020";699;"-";"";
2467011;"Jastrzębie-Zdrój (1)";"ogółem";"2020";313;"-";"";
2468011;"Jaworzno (1)";"ogółem";"2020";358;"-";"";
2469011;"Katowice (1)";"ogółem";"2020";1150;"-";"";
2470011;"Mysłowice (1)";"ogółem";"2020";266;"-";"";
2471011;"Piekary Śląskie (1)";"ogółem";"2020";205;"-";"";
2472011;"Ruda Śląska (1)";"ogółem";"2020";551;"-";"";
2473011;"Rybnik (1)";"ogółem";"2020";547;"-";"";
2474011;"Siemianowice Śląskie (1)";"ogółem";"2020";224;"-";"";
2475011;"Sosnowiec (1)";"ogółem";"2020";643;"-";"";
2476011;"Świętochłowice (1)";"ogółem";"2020";171;"-";"";
2477011;"Tychy (1)";"ogółem";"2020";431;"-";"";
2478011;"Zabrze (1)";"ogółem";"2020";604;"-";"";
2479011;"Żory (1)";"ogółem";"2020";232;"-";"";
2601013;"Busko-Zdrój (3)";"ogółem";"2020";112;"-";"";
2601022;"Gnojno (2)";"ogółem";"2020";16;"-";"";
2601033;"Nowy Korczyn (3)";"ogółem";"2020";19;"-";"";
2601043;"Pacanów (3)";"ogółem";"2020";25;"-";"";
2601052;"Solec-Zdrój (2)";"ogółem";"2020";17;"-";"";
2601063;"Stopnica (3)";"ogółem";"2020";25;"-";"";
2601072;"Tuczępy (2)";"ogółem";"2020";15;"-";"";
2601083;"Wiślica (3)";"ogółem";"2020";18;"-";"";
2602012;"Imielno (2)";"ogółem";"2020";15;"-";"";
2602023;"Jędrzejów (3)";"ogółem";"2020";81;"-";"";
2602033;"Małogoszcz (3)";"ogółem";"2020";40;"-";"";
2602042;"Nagłowice (2)";"ogółem";"2020";24;"-";"";
2602052;"Oksa (2)";"ogółem";"2020";13;"-";"";
2602063;"Sędziszów (3)";"ogółem";"2020";42;"-";"";
2602072;"Słupia (2)";"ogółem";"2020";13;"-";"";
2602082;"Sobków (2)";"ogółem";"2020";31;"-";"";
2602092;"Wodzisław (2)";"ogółem";"2020";25;"-";"";
2603012;"Bejsce (2)";"ogółem";"2020";17;"-";"";
2603022;"Czarnocin (2)";"ogółem";"2020";10;"-";"";
2603033;"Kazimierza Wielka (3)";"ogółem";"2020";40;"-";"";
2603043;"Opatowiec (3)";"ogółem";"2020";8;"-";"";
2603053;"Skalbmierz (3)";"ogółem";"2020";28;"-";"";
2604012;"Bieliny (2)";"ogółem";"2020";48;"-";"";
2604023;"Bodzentyn (3)";"ogółem";"2020";49;"-";"";
2604033;"Chęciny (3)";"ogółem";"2020";55;"-";"";
2604043;"Chmielnik (3)";"ogółem";"2020";30;"-";"";
2604053;"Daleszyce (3)";"ogółem";"2020";54;"-";"";
2604062;"Górno (2)";"ogółem";"2020";67;"-";"";
2604073;"Łagów (3)";"ogółem";"2020";33;"-";"";
2604082;"Łopuszno (2)";"ogółem";"2020";42;"-";"";
2604092;"Masłów (2)";"ogółem";"2020";36;"-";"";
2604102;"Miedziana Góra (2)";"ogółem";"2020";51;"-";"";
2604112;"Mniów (2)";"ogółem";"2020";37;"-";"";
2604123;"Morawica (3)";"ogółem";"2020";62;"-";"";
2604133;"Nowa Słupia (3)";"ogółem";"2020";31;"-";"";
2604142;"Piekoszów (2)";"ogółem";"2020";69;"-";"";
2604153;"Pierzchnica (3)";"ogółem";"2020";14;"-";"";
2604162;"Raków (2)";"ogółem";"2020";22;"-";"";
2604172;"Nowiny (2)";"ogółem";"2020";37;"-";"";
2604182;"Strawczyn (2)";"ogółem";"2020";43;"-";"";
2604192;"Zagnańsk (2)";"ogółem";"2020";41;"-";"";
2605012;"Fałków (2)";"ogółem";"2020";14;"-";"";
2605022;"Gowarczów (2)";"ogółem";"2020";17;"-";"";
2605033;"Końskie (3)";"ogółem";"2020";99;"-";"";
2605043;"Radoszyce (3)";"ogółem";"2020";38;"-";"";
2605052;"Ruda Maleniecka (2)";"ogółem";"2020";10;"-";"";
2605062;"Słupia Konecka (2)";"ogółem";"2020";15;"-";"";
2605072;"Smyków (2)";"ogółem";"2020";15;"-";"";
2605083;"Stąporków (3)";"ogółem";"2020";60;"-";"";
2606012;"Baćkowice (2)";"ogółem";"2020";19;"-";"";
2606022;"Iwaniska (2)";"ogółem";"2020";29;"-";"";
2606032;"Lipnik (2)";"ogółem";"2020";22;"-";"";
2606043;"Opatów (3)";"ogółem";"2020";33;"-";"";
2606053;"Ożarów (3)";"ogółem";"2020";37;"-";"";
2606062;"Sadowie (2)";"ogółem";"2020";10;"-";"";
2606072;"Tarłów (2)";"ogółem";"2020";12;"-";"";
2606082;"Wojciechowice (2)";"ogółem";"2020";11;"-";"";
2607011;"Ostrowiec Świętokrzyski (1)";"ogółem";"2020";202;"-";"";
2607022;"Bałtów (2)";"ogółem";"2020";9;"-";"";
2607032;"Bodzechów (2)";"ogółem";"2020";33;"-";"";
2607043;"Ćmielów (3)";"ogółem";"2020";21;"-";"";
2607053;"Kunów (3)";"ogółem";"2020";22;"-";"";
2607062;"Waśniów (2)";"ogółem";"2020";23;"-";"";
2608013;"Działoszyce (3)";"ogółem";"2020";20;"-";"";
2608022;"Kije (2)";"ogółem";"2020";13;"-";"";
2608032;"Michałów (2)";"ogółem";"2020";16;"-";"";
2608043;"Pińczów (3)";"ogółem";"2020";85;"-";"";
2608052;"Złota (2)";"ogółem";"2020";8;"-";"";
2609011;"Sandomierz (1)";"ogółem";"2020";72;"-";"";
2609022;"Dwikozy (2)";"ogółem";"2020";31;"-";"";
2609033;"Klimontów (3)";"ogółem";"2020";32;"-";"";
2609043;"Koprzywnica (3)";"ogółem";"2020";31;"-";"";
2609052;"Łoniów (2)";"ogółem";"2020";34;"-";"";
2609062;"Obrazów (2)";"ogółem";"2020";22;"-";"";
2609072;"Samborzec (2)";"ogółem";"2020";28;"-";"";
2609082;"Wilczyce (2)";"ogółem";"2020";9;"-";"";
2609093;"Zawichost (3)";"ogółem";"2020";9;"-";"";
2610011;"Skarżysko-Kamienna (1)";"ogółem";"2020";130;"-";"";
2610022;"Bliżyn (2)";"ogółem";"2020";31;"-";"";
2610032;"Łączna (2)";"ogółem";"2020";23;"-";"";
2610042;"Skarżysko Kościelne (2)";"ogółem";"2020";11;"-";"";
2610053;"Suchedniów (3)";"ogółem";"2020";40;"-";"";
2611011;"Starachowice (1)";"ogółem";"2020";122;"-";"";
2611022;"Brody (2)";"ogółem";"2020";43;"-";"";
2611032;"Mirzec (2)";"ogółem";"2020";33;"-";"";
2611042;"Pawłów (2)";"ogółem";"2020";61;"-";"";
2611053;"Wąchock (3)";"ogółem";"2020";18;"-";"";
2612012;"Bogoria (2)";"ogółem";"2020";34;"-";"";
2612022;"Łubnice (2)";"ogółem";"2020";20;"-";"";
2612033;"Oleśnica (3)";"ogółem";"2020";17;"-";"";
2612043;"Osiek (3)";"ogółem";"2020";39;"-";"";
2612053;"Połaniec (3)";"ogółem";"2020";54;"-";"";
2612062;"Rytwiany (2)";"ogółem";"2020";30;"-";"";
2612073;"Staszów (3)";"ogółem";"2020";75;"-";"";
2612083;"Szydłów (3)";"ogółem";"2020";23;"-";"";
2613012;"Kluczewsko (2)";"ogółem";"2020";21;"-";"";
2613022;"Krasocin (2)";"ogółem";"2020";50;"-";"";
2613032;"Moskorzew (2)";"ogółem";"2020";8;"-";"";
2613042;"Radków (2)";"ogółem";"2020";10;"-";"";
2613052;"Secemin (2)";"ogółem";"2020";22;"-";"";
2613063;"Włoszczowa (3)";"ogółem";"2020";53;"-";"";
2661011;"Kielce (1)";"ogółem";"2020";599;"-";"";
2801011;"Bartoszyce (1)";"ogółem";"2020";74;"-";"";
2801021;"Górowo Iławeckie (1)";"ogółem";"2020";16;"-";"";
2801032;"Bartoszyce (2)";"ogółem";"2020";36;"-";"";
2801043;"Bisztynek (3)";"ogółem";"2020";14;"-";"";
2801052;"Górowo Iławeckie (2)";"ogółem";"2020";18;"-";"";
2801063;"Sępopol (3)";"ogółem";"2020";19;"-";"";
2802011;"Braniewo (1)";"ogółem";"2020";69;"-";"";
2802022;"Braniewo (2)";"ogółem";"2020";15;"-";"";
2802033;"Frombork (3)";"ogółem";"2020";11;"-";"";
2802042;"Lelkowo (2)";"ogółem";"2020";8;"-";"";
2802053;"Pieniężno (3)";"ogółem";"2020";12;"-";"";
2802062;"Płoskinia (2)";"ogółem";"2020";8;"-";"";
2802072;"Wilczęta (2)";"ogółem";"2020";5;"-";"";
2803011;"Działdowo (1)";"ogółem";"2020";69;"-";"";
2803022;"Działdowo (2)";"ogółem";"2020";42;"-";"";
2803032;"Iłowo-Osada (2)";"ogółem";"2020";29;"-";"";
2803043;"Lidzbark (3)";"ogółem";"2020";68;"-";"";
2803052;"Płośnica (2)";"ogółem";"2020";20;"-";"";
2803062;"Rybno (2)";"ogółem";"2020";12;"-";"";
2804012;"Elbląg (2)";"ogółem";"2020";20;"-";"";
2804022;"Godkowo (2)";"ogółem";"2020";6;"-";"";
2804032;"Gronowo Elbląskie (2)";"ogółem";"2020";22;"-";"";
2804042;"Markusy (2)";"ogółem";"2020";19;"-";"";
2804052;"Milejewo (2)";"ogółem";"2020";12;"-";"";
2804063;"Młynary (3)";"ogółem";"2020";14;"-";"";
2804073;"Pasłęk (3)";"ogółem";"2020";62;"-";"";
2804082;"Rychliki (2)";"ogółem";"2020";6;"-";"";
2804093;"Tolkmicko (3)";"ogółem";"2020";14;"-";"";
2805011;"Ełk (1)";"ogółem";"2020";245;"-";"";
2805022;"Ełk (2)";"ogółem";"2020";36;"-";"";
2805032;"Kalinowo (2)";"ogółem";"2020";13;"-";"";
2805042;"Prostki (2)";"ogółem";"2020";28;"-";"";
2805052;"Stare Juchy (2)";"ogółem";"2020";8;"-";"";
2806011;"Giżycko (1)";"ogółem";"2020";118;"-";"";
2806042;"Giżycko (2)";"ogółem";"2020";27;"-";"";
2806052;"Kruklanki (2)";"ogółem";"2020";11;"-";"";
2806062;"Miłki (2)";"ogółem";"2020";10;"-";"";
2806083;"Ryn (3)";"ogółem";"2020";14;"-";"";
2806102;"Wydminy (2)";"ogółem";"2020";23;"-";"";
2807011;"Iława (1)";"ogółem";"2020";111;"-";"";
2807021;"Lubawa (1)";"ogółem";"2020";36;"-";"";
2807032;"Iława (2)";"ogółem";"2020";49;"-";"";
2807043;"Kisielice (3)";"ogółem";"2020";19;"-";"";
2807052;"Lubawa (2)";"ogółem";"2020";38;"-";"";
2807063;"Susz (3)";"ogółem";"2020";38;"-";"";
2807073;"Zalewo (3)";"ogółem";"2020";12;"-";"";
2808011;"Kętrzyn (1)";"ogółem";"2020";90;"-";"";
2808022;"Barciany (2)";"ogółem";"2020";14;"-";"";
2808032;"Kętrzyn (2)";"ogółem";"2020";26;"-";"";
2808043;"Korsze (3)";"ogółem";"2020";26;"-";"";
2808053;"Reszel (3)";"ogółem";"2020";21;"-";"";
2808062;"Srokowo (2)";"ogółem";"2020";10;"-";"";
2809011;"Lidzbark Warmiński (1)";"ogółem";"2020";48;"-";"";
2809022;"Kiwity (2)";"ogółem";"2020";12;"-";"";
2809032;"Lidzbark Warmiński (2)";"ogółem";"2020";23;"-";"";
2809042;"Lubomino (2)";"ogółem";"2020";12;"-";"";
2809053;"Orneta (3)";"ogółem";"2020";38;"-";"";
2810011;"Mrągowo (1)";"ogółem";"2020";70;"-";"";
2810023;"Mikołajki (3)";"ogółem";"2020";17;"-";"";
2810032;"Mrągowo (2)";"ogółem";"2020";21;"-";"";
2810042;"Piecki (2)";"ogółem";"2020";11;"-";"";
2810052;"Sorkwity (2)";"ogółem";"2020";9;"-";"";
2811012;"Janowiec Kościelny (2)";"ogółem";"2020";8;"-";"";
2811022;"Janowo (2)";"ogółem";"2020";4;"-";"";
2811032;"Kozłowo (2)";"ogółem";"2020";14;"-";"";
2811043;"Nidzica (3)";"ogółem";"2020";61;"-";"";
2812011;"Nowe Miasto Lubawskie (1)";"ogółem";"2020";35;"-";"";
2812022;"Biskupiec (2)";"ogółem";"2020";27;"-";"";
2812032;"Grodziczno (2)";"ogółem";"2020";26;"-";"";
2812042;"Kurzętnik (2)";"ogółem";"2020";32;"-";"";
2812052;"Nowe Miasto Lubawskie (2)";"ogółem";"2020";26;"-";"";
2813032;"Kowale Oleckie (2)";"ogółem";"2020";16;"-";"";
2813043;"Olecko (3)";"ogółem";"2020";65;"-";"";
2813052;"Świętajno (2)";"ogółem";"2020";18;"-";"";
2813062;"Wieliczki (2)";"ogółem";"2020";5;"-";"";
2814013;"Barczewo (3)";"ogółem";"2020";61;"-";"";
2814023;"Biskupiec (3)";"ogółem";"2020";50;"-";"";
2814033;"Dobre Miasto (3)";"ogółem";"2020";53;"-";"";
2814042;"Dywity (2)";"ogółem";"2020";52;"-";"";
2814052;"Gietrzwałd (2)";"ogółem";"2020";15;"-";"";
2814063;"Jeziorany (3)";"ogółem";"2020";31;"-";"";
2814072;"Jonkowo (2)";"ogółem";"2020";25;"-";"";
2814082;"Kolno (2)";"ogółem";"2020";8;"-";"";
2814093;"Olsztynek (3)";"ogółem";"2020";47;"-";"";
